Accepted Product ID,Product Type,Method(s),Activity Definition,Brand,Model Number,Driver Brand (if declared article),Driver Model Number (if declared article),Lifetime in hours (if applicable) 	,Strip light length in meters (if applicable) ,Light output (lm) (if applicable) ,Accepted LCP/NLP Value,AS/NZS4234 version,Zone 3 System Size,Zone 3 Peak Load (MJ/day) ,Zone 3 Annual Energy Savings %,Zone 3 Bs (GJ/year) ,Zone 3 Be (GJ/year),Zone 3 HPelec (GJ/year),Zone 3 HPgas (GJ/year),Zone 3 RefElec (GJ/year),Zone 5 System Size ,Zone 5 Peak Load (MJ/day) ,Zone 5 Annual Energy Savings % ,Zone 5 Bs (GJ/year) ,Zone 5 Be (GJ/year),Zone 5 HPelec (GJ/year),Zone 5 HPgas (GJ/year),Zone 5 RefElec (GJ/year),No. of hot water tank(s) ,Tank Model Number ,Tank Size (L) ,Pre-heat tank model number(s),Finishing tank model number(s) ,Pre-heat tank volume (L) ,Finishing tank volume (L) ,Total system tank volume (L) ,Collector Type,Collector Model Number,No. of collectors,No. of  heat pump(s),Heat pump unit model number(s) ,Total heat pump thermal capacity (kW) ,System booster type ,Booster model number(s) ,Total thermal capacity (kW),System Type,Refrigerant type (GWP),Refrigerant charge (kg),AS/NZS 2712 Certificate Expiry,Limitations,Effective From,Effective To,Status
ACC0017123,LED Luminaires - Fixed Type,Commercial Lighting,,OPTITECH,OPT-BLS-36W-STD,,,,,,35.62,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-02-12,,Active
ACC0024630,LED Luminaires - Linear Lamp,HEER,E13,OPTITECH,OPT-MKB-4FTW-34W-MS,,,,,,35.65,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-05-21,,Active
ACC0024729,LED Luminaires - Linear Lamp,HEER,E13,Optitech,OPT-PLBLG-6060-25W,Osram,OT FIT 30/220-240/700 CS,,,,23.07,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-08-05,,Active
ACC0025589,LED Luminaires - Fixed Type,Commercial Lighting,,OPTITECH,OPT-SMD-5-20W,Lifud,LF-GIF022YA0500H,54000.0,,2027.0,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-09,,Active
ACC0024721,LED Luminaires - Linear Lamp,HEER,E13,Optitech,OPT-PLB-6030-15W,AGT,AGT-I781-0350,,,,13.87,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-08-05,,Active
ACC0024649,LED Luminaires - Linear Lamp,HEER,E13,OPTITECH,OPT-SMB3-4FTW-17W-MS,,,,,,16.32,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-05-21,,Active
ACC0017139,LED Luminaires - Linear Lamp,Commercial Lighting,,OPTITECH INTERNATIONAL PTY LTD,OPT-MKB-5FTW-42W-MS,,,,,,40.3,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-03-25,,Active
ACC0016883,LED Luminaires - Recessed,Commercial Lighting,,OSRAM,LXPT MACRO 12 ECO WT 830 L90,,,,,,22.77,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-07-10,,Active
ACC0023243,LED Luminaires - Recessed,Commercial Lighting,,OSRAM,LDTH RECT WT W4-840-L100,,,,,,33.32,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-09-24,,Active
ACC0012783,LED Lamp and Driver,Commercial Lighting,,OSRAM,LED SUPERSTAR MR16 50 60A 7.8W/865 12V G,OSRAM,ET-REDBACK 40/230-240,,,,8.88,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-08-15,,Active
ACC0023386,LED Luminaires - Linear Lamp,Commercial Lighting,,OSRAM,LDTH WAV LW0401E-W4F-840,,,,,,41.68,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-09-24,,Active
ACC0023230,LED Luminaires - Linear Lamp,Commercial Lighting,,OSRAM,LDTH WAV LW0202E-W4F-840,,,,,,32.18,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-09-24,,Active
ACC0016887,LED Luminaires - Floodlight,Commercial Lighting,,OSRAM,PURSOS W4F-76 BK 120W L16X16,,,,,,116.2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-07-31,,Active
ACC0016888,LED Luminaires - Floodlight,Commercial Lighting,,OSRAM,PURSOS W4F-76 BK 120W L90X60,,,,,,116.2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-07-31,,Active
ACC0016884,LED Luminaires - Recessed,Commercial Lighting,,OSRAM,LXPT MACRO 12 ECO WT 840 L90,,,,,,22.77,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-07-10,,Active
ACC0014961,LED Luminaires - Recessed,Commercial Lighting,,OSRAM,LXPT MC20 ECO WT 840 L90,,,,,,33.02,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-04-15,,Active
ACC0012779,LED Lamp and Driver,Commercial Lighting,,OSRAM,LED SUPERSTAR MR16 50 36A 7.8W/830 12V G,OSRAM,ET-REDBACK 40/230-240,,,,8.88,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-08-15,,Active
ACC0022845,LED Luminaires - Recessed,Commercial Lighting,,OSRAM,LUXPOINT MINI G2,,,,,,11.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-05-06,,Active
ACC0023385,LED Luminaires - Linear Lamp,Commercial Lighting,,OSRAM,LDTH WAV LW0401E-W4F-765,,,,,,41.68,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-09-24,,Active
ACC0012782,LED Lamp and Driver,Commercial Lighting,,OSRAM,LED SUPERSTAR MR16 50 60A 7.8W/830 12V G,OSRAM,ET-REDBACK 40/230-240,,,,8.88,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-08-15,,Active
ACC0012789,LED Luminaires - Recessed,Commercial Lighting,,OSRAM,LED SS D/L 10.5W/850 220-240V KIT,,,,,,10.41,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-03-10,,Active
ACC0023229,LED Luminaires - Linear Lamp,Commercial Lighting,,OSRAM,LDTH WAV LW0202E-W4F-765,,,,,,32.18,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-09-24,,Active
ACC0012778,LED Lamp and Driver,Commercial Lighting,,OSRAM,LED SUPERSTAR MR16 50 36A 7.8W/827 12V G,OSRAM,ET-REDBACK 40/230-240,,,,8.88,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-08-15,,Active
ACC0016885,LED Luminaires - Floodlight,Commercial Lighting,,OSRAM,PURSOS W4F-76 BK 60W L90X60,,,,,,56.53,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-07-31,,Active
ACC0016889,LED Luminaires - Floodlight,Commercial Lighting,,OSRAM,PURSOS W4F-84 BK 120W L16X16,,,,,,116.2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-07-31,,Active
ACC0022843,LED Lamp and Driver,Commercial Lighting,,OSRAM,CE04A-W4F-830-L36,OSRAM,OTe 9/220-240/700 PC,,,,11.35,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-12-04,,Active
ACC0012791,LED Luminaires - Recessed,Commercial Lighting,,OSRAM,LED SS D/L 10.5W/840 220-240V KIT,,,,,,10.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-03-10,,Active
ACC0012780,LED Lamp and Driver,Commercial Lighting,,OSRAM,LED SUPERSTAR MR16 50 36A 7.8W/865 12V G,OSRAM,ET-REDBACK 40/230-240,,,,8.88,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-08-15,,Active
ACC0016890,LED Luminaires - Floodlight,Commercial Lighting,,OSRAM,PURSOS W4F-84 BK 120W L90X60,,,,,,116.2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-07-31,,Active
ACC0012792,LED Luminaires - Recessed,Commercial Lighting,,OSRAM,LED SS D/L 10.5W/830 220-240V KIT,,,,,,10.76,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-03-10,,Active
ACC0012781,LED Lamp and Driver,Commercial Lighting,,OSRAM,LED SUPERSTAR MR16 50 60A 7.8W/827 12V G,OSRAM,ET-REDBACK 40/230-240,,,,8.88,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-08-15,,Active
ACC0016886,LED Luminaires - Floodlight,Commercial Lighting,,OSRAM,PURSOS W4F-84 BK 60W L90X60,,,,,,56.53,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-07-31,,Active
ACC0014887,LED Luminaires - Fixed Type,Commercial Lighting,,PAK,PAK417010,,,,,,19.2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-03-27,,Active
ACC0016844,LED Luminaires - High/Low Bay,Commercial Lighting,,PHILIPS,BY698P LED300/NW PSD WB L3000 EN,,,,,,220.38,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-11-23,,Active
ACC0016762,LED Luminaires - High/Low Bay,Commercial Lighting,,PHILIPS,BY560X LED210/NW ACW2 IS WB CAU,,,,,,150.71,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-09-14,,Active
ACC0016782,LED Luminaires - High/Low Bay,Commercial Lighting,,PHILIPS,TC PM 230S/840 PSU 70D CL-WH401 AU,,,,,,166.8,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-12-15,,Active
ACC0015746,LED Luminaires - High/Low Bay,Commercial Lighting,,Philips,BY550X LED200/NW ACW2 IS HRO,,,,,,162.2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-02-08,,Active
ACC0012715,LED Luminaires - Floodlight,Commercial Lighting,,PHILIPS,BVP428 1710/957 PSDMX HGB S4 D25 T30,,,96000.0,,,1427.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-08,,Active
ACC0016443,LED Luminaires - Fixed Type,Commercial Lighting,,Philips,WT198C LED60S/840 PSU L1500 CL,,,,,,42.3,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2022-05-27,,Active
ACC0012829,LED Luminaires - Fixed Type,Commercial Lighting,,PHILIPS,BN188C LED20 NW ACF L1200 BR G2 ANZ,,,,,,20.66,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-06-02,,Active
ACC0014610,LED Luminaires - Recessed,Commercial Lighting,,PHILIPS,DN280B 1xDLED-4000 PSU WH CAU,,,,,,7.53,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-12-11,,Active
ACC0016230,LED Luminaires - Fixed Type,Commercial Lighting,,Philips,WT198C LED40S/840 PSU L1200 CL,,,,,,28.73,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2022-05-27,,Active
ACC0012723,LED Luminaires - Floodlight,Commercial Lighting,,PHILIPS,BVP428 1710/957 PSDMX HGB S8 D25 T30,,,96000.0,,,1429.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-08,,Active
ACC0015227,LED Luminaires - High/Low Bay,Commercial Lighting,,PHILIPS,BY550X LED140/NW ACW2 IS WB,,,,,,108.46,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-08-07,,Active
ACC0016573,LED Luminaires - High/Low Bay,Commercial Lighting,,PHILIPS,BY570P LED100/840 PSU WB CAU,,,,,,69.22,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-09-20,,Active
ACC0014614,LED Luminaires - Recessed,Commercial Lighting,,PHILIPS,DN283B 1xDLED-4000 PSU WH CAU,,,,,,23.1,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-12-11,,Active
ACC0015175,LED Luminaires - High/Low Bay,Commercial Lighting,,PHILIPS,BY550X LED100/CW ACW2 IS NB,,,,,,80.25,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-01-25,,Active
ACC0012711,LED Luminaires - Floodlight,Commercial Lighting,,PHILIPS,BVP428 1710/957 PSDMX HGB S2 D25 T30,,,96000.0,,,1429.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-08,,Active
ACC0016528,LED Luminaires - Recessed,Commercial Lighting,,PHILIPS,RC160V LED60S 865W60L120 PSU OC CAU,Philips,KEDH050S1400NR71A8,,,,53.48,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-08-20,,Active
ACC0015163,LED Luminaires - Fixed Type,Commercial Lighting,,PHILIPS,SM505T LED90S/840 PSD-VLC DA25W WH,,,,,,66.3,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-03-14,,Active
ACC0015734,LED Luminaires - High/Low Bay,Commercial Lighting,,Philips,BY550X LED200/NW ACW2 IS WB,,,,,,154.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-02-08,,Active
ACC0016569,LED Luminaires - High/Low Bay,Commercial Lighting,,PHILIPS,BY718P LED100/NW PSU WB CAU,,,,,,68.6,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-09-20,,Active
ACC0015668,LED Luminaires - High/Low Bay,Commercial Lighting,,Philips,BY550P LED100/NW PSU WB,,,,,,77.12,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-02-12,,Active
ACC0016197,LED Luminaires - Recessed,Commercial Lighting,,PHILIPS,RC170B LED31S/SCCT PSU W60L60 AU G2,KLITE,ED-SC 25W550I 220-240V,,,,25.96,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2022-06-24,,Active
ACC0016805,LED Luminaires - High/Low Bay,Commercial Lighting,,PHILIPS,BY698P LED265/840 PSU WB CAU G2 CL,,,,,,189.51,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-09-03,,Active
ACC0025598,LED Luminaires - High/Low Bay,Commercial Lighting,,Philips,BY240P 200W_100W/840_850/WB PSR UNV SAA,,,54000.0,,,176.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-01,,Active
ACC0016773,LED Luminaires - High/Low Bay,Commercial Lighting,,PHILIPS,TC PM 230S/840 SRD 70D CL-WH401 AU,,,,,,157.9,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-12-15,,Active
ACC0014624,LED Luminaires - High/Low Bay,Commercial Lighting,,Philips,BY687P LED200/NW PSR S-WB L3000,,,,,,197.46,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-02-12,,Active
ACC0016672,LED Luminaires - Streetlight,Commercial Lighting,,PHILIPS,BRP371 LED143/WW 110W DM PSD P7 ANZ,,,,,,106.85,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-12-23,,Active
ACC0012917,LED Luminaires - Recessed,Commercial Lighting,,PHILIPS,RC160V LED34S/840 PSU W60L60 CAU,,,,,,34.29,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-06-02,,Active
ACC0012929,LED Luminaires - Recessed,Commercial Lighting,,PHILIPS,RC160V LED34S/840 PSD W30L120 CAU,,,,,,36.43,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-06-02,,Active
ACC0012871,LED Luminaires - Recessed,Commercial Lighting,,PHILIPS,RC100C LED25S/840 PSU W60L60 CAU,,,,,,27.82,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-11-25,,Active
ACC0012855,LED Luminaires - Recessed,Commercial Lighting,,PHILIPS,RC160V LED25S/840 PSU W60L60 GM CAU,,,,,,24.86,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-06-02,,Active
ACC0012851,LED Luminaires - Recessed,Commercial Lighting,,PHILIPS,RC160V LED25S/840 PSU W30L120 GM CAU,,,,,,24.84,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-06-02,,Active
ACC0016716,LED Luminaires - High/Low Bay,Commercial Lighting,,PHILIPS,BY698P LED160/NW PSD WB L3000 EN,,,,,,127.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-11-23,,Active
ACC0012713,LED Luminaires - Floodlight,Commercial Lighting,,PHILIPS,BVP428 1710/957 PSDMX HGB S3 D25 T30,,,96000.0,,,1428.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-08,,Active
ACC0025502,LED Luminaires - High/Low Bay,Commercial Lighting,,Philips,BY240P 200W_100W/840_850/WB PSR UNV SAA,,,54000.0,,,176.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-09,,Active
ACC0015165,LED Luminaires - Fixed Type,Commercial Lighting,,PHILIPS,SM505T LED90S/830 PSD DALI-VLC DA25W BLA,,,,,,71.95,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-03-14,,Active
ACC0015173,LED Luminaires - High/Low Bay,Commercial Lighting,,PHILIPS,BY550X LED 100/NW ACW2 IS HRO,,,,,,80.25,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-01-25,,Active
ACC0014612,LED Luminaires - Recessed,Commercial Lighting,,PHILIPS,DN282B 1xDLED-4000 PSU WH CAU,,,,,,16.8,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-12-11,,Active
ACC0012721,LED Luminaires - Floodlight,Commercial Lighting,,PHILIPS,BVP428 1710/957 PSDMX HGB S7 D25 T30,,,96000.0,,,1429.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-08,,Active
ACC0012788,LED Luminaires - Fixed Type,Commercial Lighting,,PHILIPS,BN188C LED10 NW ACF L600 BR G2 ANZ,,,,,,10.27,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-06-02,,Active
ACC0015161,LED Luminaires - Fixed Type,Commercial Lighting,,PHILIPS,SM505T LED90S/840 PSD DA25W BK,,,,,,65.72,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-03-05,,Active
ACC0015270,LED Luminaires - High/Low Bay,Commercial Lighting,,PHILIPS,BY239P LED150/NW PSU CAU,,,,,,143.8,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-07-23,,Active
ACC0015177,LED Luminaires - High/Low Bay,Commercial Lighting,,PHILIPS,BY550X LED100/NW ACW2 IS WB,,,,,,80.25,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-01-25,,Active
ACC0015225,LED Luminaires - Streetlight,Commercial Lighting,,PHILIPS,BRP371 48LED700,,,,,,105.47,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-03-13,,Active
ACC0012814,LED Luminaires - Recessed,Commercial Lighting,,PHILIPS,RC160V LED20S/840 PSU W30L60 CAU AE,,,,,,19.66,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-06-02,,Active
ACC0016660,LED Luminaires - High/Low Bay,Commercial Lighting,,PHILIPS,BY718P LED150/NW PSU WB CAU,,,,,,100.36,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-09-20,,Active
ACC0012717,LED Luminaires - Floodlight,Commercial Lighting,,PHILIPS,BVP428 1710/957 PSDMX HGB S5 D25 T30,,,96000.0,,,1429.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-08,,Active
ACC0015330,LED Luminaires - High/Low Bay,Commercial Lighting,,PHILIPS,BY239P LED200/NW PSU CAU,,,,,,188.8,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-07-23,,Active
ACC0015394,LED Luminaires - Floodlight,Commercial Lighting,,PHILIPS,BVP525 1930/757 380V BV A-NB D9 MET,,,,,,1378.71,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-01-15,,Active
ACC0016724,LED Luminaires - High/Low Bay,Commercial Lighting,,PHILIPS,BY570P LED200/840 PSU WB CAU CL,,,,,,139.46,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-09-20,,Active
ACC0012925,LED Luminaires - Recessed,Commercial Lighting,,PHILIPS,RC100C LED35S/840 PSD W30L120 ACL CAU,,,,,,35.77,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-11-25,,Active
ACC0023157,LED Luminaires - Recessed,Commercial Lighting,,Philips,RC100C LED25S/840 PSU W30L120 CAU AD,,,,,,27.19,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-05-26,,Active
ACC0016781,LED Luminaires - High/Low Bay,Commercial Lighting,,PHILIPS,TC PM 230S/840 PSU 120D CL-WH401 AU,,,,,,166.8,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-12-15,,Active
ACC0016761,LED Luminaires - High/Low Bay,Commercial Lighting,,PHILIPS,BY560X LED210/NW ACW2 IS HRO CAU,,,,,,150.71,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-09-14,,Active
ACC0014613,LED Luminaires - Fixed Type,Commercial Lighting,,PHILIPS,BN208C LED20/ L600 FR,,,,,,19.4,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-02-25,,Active
ACC0012718,LED Luminaires - Floodlight,Commercial Lighting,,PHILIPS,BVP428 1710/957 PSDMX BV S6 D25 T30,,,96000.0,,,1428.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-08,,Active
ACC0012801,LED Luminaires - Recessed,Commercial Lighting,,PHILIPS,DN292B 1xDLED-4000 PSU WH CAU,,,,,,16.66,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-06-02,,Active
ACC0012815,LED Luminaires - Fixed Type,Commercial Lighting,,PHILIPS,BCW098 LED20/NW PSU L600,,,,,,19.67,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-06-02,,Active
ACC0012832,LED Luminaires - Recessed,Commercial Lighting,,PHILIPS,DN293B 1xDLED-4000 PSU WH CAU,,,,,,21.55,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-06-02,,Active
ACC0016717,LED Luminaires - Fixed Type,Commercial Lighting,,PHILIPS,BCP500 G2 LED180/NW PSU S-MB,,,,,,128.43,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2022-01-19,,Active
ACC0015226,LED Luminaires - High/Low Bay,Commercial Lighting,,PHILIPS,BY550X LED140/NW ACW2 IS HRO,,,,,,107.93,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-08-07,,Active
ACC0012793,LED Luminaires - Recessed,Commercial Lighting,,PHILIPS,DN291B 1xDLED-4000 PSU WH CAU,,,,,,10.88,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-06-02,,Active
ACC0012763,LED Luminaires - Recessed,Commercial Lighting,,PHILIPS,DN290B 1xDLED-4000 PSU WH CAU,,,,,,6.71,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-06-02,,Active
ACC0014617,LED Luminaires - High/Low Bay,Commercial Lighting,,Philips,BY689P LED100 L3000/CW PSU S-WB,,,,,,92.61,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-02-12,,Active
ACC0012850,LED Luminaires - Recessed,Commercial Lighting,,PHILIPS,RC160V LED25S/840 PSU W30L120 CAU,,,,,,24.84,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-06-02,,Active
ACC0016527,LED Luminaires - Recessed,Commercial Lighting,,PHILIPS,RC160V LED60S 840W60L120 PSU OC CAU,Philips,KEDH050S1400NR71A8,,,,53.48,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-08-20,,Active
